#,Name,Team,G,PA,AB,H,HR,R,BB,HBP,OBP,SLG,wOBA,wRC+,ADP
1631,Hogan Windish,SEA,98,397,355,69,9,43,32,8,0.275,0.321,0.254,66,999
1632,Sean McLain,LAD,114,435,390,74,5,45,33,10,0.27,0.272,0.24,51,999
1633,Victor Bericoto,SFG,121,497,460,112,12,52,31,2,0.292,0.374,0.278,78,999
1634,Ryan Nicholson,LAA,118,492,437,94,14,49,44,5,0.292,0.357,0.276,73,999
1635,Jon Singleton,,91,356,310,58,9,34,43,1,0.287,0.316,0.267,69,999
1636,Austin Callahan,,109,383,353,72,5,36,23,2,0.255,0.3,0.239,44,999
1637,Colin Davis,SEA,74,273,248,43,5,24,18,5,0.243,0.27,0.22,43,999
1638,Thomas Sosa,BAL,94,367,338,72,8,39,23,5,0.272,0.337,0.265,68,999
1639,Caleb Ketchup,,111,429,386,75,7,57,36,3,0.267,0.295,0.25,55,999
1640,Jake Snider,TEX,97,355,306,61,2,41,35,9,0.298,0.268,0.259,64,999
1641,Alexander Ramirez,CHC,91,340,315,61,10,43,19,4,0.248,0.333,0.25,59,999
1642,Drew Ehrhard,,72,256,234,54,5,19,13,3,0.279,0.355,0.269,66,999
1643,Jordan Viars,,80,301,276,54,9,35,18,5,0.256,0.341,0.26,62,999
1644,Connor Pavolony,,59,210,188,33,2,16,17,4,0.258,0.25,0.225,41,999
1645,Anthony Scull,LAA,120,538,494,113,12,61,25,13,0.282,0.344,0.267,67,999
1646,Ethan Hearn,CHC,85,324,299,56,8,31,19,5,0.247,0.314,0.244,55,999
1647,Sean Barnett,SDP,82,278,251,50,6,29,18,8,0.273,0.323,0.262,69,999
1648,Edwin Rios,,94,379,339,69,13,40,33,4,0.28,0.369,0.277,70,999
1649,Carter Kieboom,PHI,95,373,340,82,7,38,28,3,0.303,0.347,0.277,74,999
1650,Jakob Christian,SFG,102,449,408,89,12,65,27,8,0.276,0.375,0.272,74,999
1651,Trey Faltine,CIN,63,183,163,26,1,16,12,4,0.233,0.227,0.204,21,999
1652,Jesus Valdez,ARI,83,288,271,57,5,27,13,2,0.25,0.31,0.237,47,999
1653,Juan Montero,BOS,41,138,121,22,0,11,12,4,0.275,0.231,0.231,40,999
1654,Luke Gold,,99,399,367,78,10,47,20,10,0.271,0.351,0.268,69,999
1655,Josh Breaux,CHW,66,241,224,45,6,21,14,2,0.253,0.326,0.24,50,999
1656,Anderdson Rojas,ARI,130,512,463,103,2,58,32,2,0.273,0.287,0.24,49,999
1657,Manuel Margot,,96,326,300,73,4,32,20,3,0.295,0.337,0.271,71,999
1658,Nick Gordon,,102,316,293,70,6,35,15,4,0.283,0.372,0.277,72,999
1659,Jalen Vasquez,,97,347,311,60,3,33,31,2,0.27,0.28,0.244,54,999
1660,Arol Vera,LAA,123,454,416,86,6,41,25,4,0.257,0.296,0.236,46,999
1661,Ian Lewis Jr.,MIA,104,409,376,85,6,51,25,4,0.28,0.335,0.263,64,999
1662,Kyle Datres,,86,330,291,58,5,30,32,5,0.288,0.289,0.254,60,999
1663,Fernando Caldera,HOU,39,116,105,17,1,9,9,2,0.241,0.248,0.203,25,999
1664,Enrique Hernández,LAD,95,322,293,61,7,34,23,1,0.265,0.324,0.247,55,999
1665,Justin Riemer,ATH,87,323,268,53,1,33,46,7,0.329,0.235,0.266,65,999
1666,Jack Rogers,WSN,99,370,338,75,6,34,25,3,0.28,0.334,0.264,67,999
1667,Manuel Palencia,NYY,68,264,251,57,1,25,10,1,0.259,0.287,0.222,38,999
1668,Jacob Campbell,,73,277,255,51,4,25,14,7,0.261,0.286,0.24,54,999
1669,Eddie Rosario,,86,315,290,62,8,32,21,0,0.264,0.348,0.259,64,999
1670,Miguel Pabon,,76,280,251,47,2,24,22,3,0.259,0.247,0.22,38,999
1671,Carlos De La Cruz,,113,466,431,96,11,44,26,7,0.277,0.357,0.269,70,999
1672,Won-Bin Cho,STL,115,460,412,90,5,47,36,5,0.288,0.299,0.263,68,999
1673,Brenner Cox,WSN,92,353,314,57,8,37,27,6,0.258,0.318,0.253,59,999
1674,Hunter Renfroe,,87,326,296,63,8,29,26,2,0.279,0.345,0.265,64,999
1675,Vance Honeycutt,BAL,114,463,419,75,6,46,37,3,0.251,0.284,0.24,51,999
1676,Adrian Rodriguez,ARI,103,375,335,66,2,37,28,7,0.272,0.251,0.231,43,999
1677,Austin Hendrick,CIN,113,439,405,84,15,42,25,6,0.262,0.353,0.266,63,999
1678,Logan Cerny,,92,364,334,63,9,40,24,5,0.253,0.308,0.241,51,999
1679,Trevor Boone,,65,228,211,41,8,28,13,2,0.247,0.365,0.26,50,999
1680,Isaiah Drake,ATL,126,529,488,110,6,49,36,2,0.28,0.307,0.26,63,999
1681,Tyler McDonough,BOS,102,386,352,79,4,38,28,3,0.286,0.313,0.259,59,999
1682,Shalin Polanco,PIT,114,437,397,82,10,40,30,3,0.266,0.343,0.26,62,999
1683,Wilmer Flores,,91,338,304,66,8,29,26,5,0.287,0.336,0.267,71,999
1684,Erick Torres,KCR,125,524,469,107,4,53,33,7,0.288,0.294,0.254,57,999
1685,Samuel Gil,DET,113,440,395,83,2,49,39,5,0.289,0.263,0.24,50,999
1686,Mitchell Daly,,88,336,302,54,3,28,24,3,0.245,0.245,0.215,31,999
1687,Tres Barrera,WSN,72,253,229,43,4,19,17,4,0.255,0.262,0.22,36,999
1688,Kaden Hollow,,94,368,319,66,3,35,37,3,0.293,0.288,0.26,67,999
1689,Hedbert Perez,TOR,92,373,338,66,13,35,33,2,0.271,0.358,0.27,71,999
1690,Austin Deming,,87,343,313,60,9,32,25,5,0.262,0.329,0.255,61,999
1691,Jairo Pomares,,91,362,339,75,9,36,17,3,0.264,0.351,0.263,68,999
1692,Juan Chacon,,77,275,252,54,1,26,18,3,0.274,0.298,0.249,52,999
1693,GJ Hill,COL,78,259,232,46,5,20,17,5,0.266,0.332,0.26,50,999
1694,Arxy Hernandez,CHW,123,508,469,98,7,51,28,8,0.264,0.301,0.238,48,999
1695,Tevin Tucker,COL,93,328,283,52,2,32,33,6,0.281,0.251,0.243,38,999
1696,Marcus Smith,,103,363,320,56,8,35,35,3,0.26,0.297,0.248,57,999
1697,Kyle Farmer,ATL,98,308,283,60,5,25,17,6,0.269,0.311,0.247,54,999
1698,Brian Kalmer,,94,379,343,67,11,39,32,2,0.266,0.341,0.26,66,999
1699,Rodney Green Jr.,ATH,116,503,454,87,11,50,42,4,0.264,0.324,0.258,59,999
1700,Cole Foster,,71,285,260,44,4,25,16,7,0.236,0.246,0.206,29,999
1701,Jeremy De La Rosa,,95,383,355,76,8,36,24,2,0.266,0.341,0.263,66,999
1702,Maick Collado,CLE,98,387,349,78,4,32,29,3,0.285,0.301,0.252,59,999
1703,Blayberg Diaz,MIL,76,278,261,55,0,22,11,5,0.255,0.253,0.219,37,999
1704,Jack Payton,SFG,77,310,277,58,5,35,24,7,0.287,0.321,0.261,67,999
1705,Cole Urman,,81,290,265,55,4,25,20,1,0.266,0.309,0.251,59,999
1706,Leandro Pineda,WSN,114,437,392,82,7,44,33,8,0.281,0.321,0.263,66,999
1707,T.J. Schofield-Sam,,111,473,435,101,4,42,17,17,0.285,0.32,0.263,63,999
1708,David Mershon,LAA,102,388,340,63,2,34,42,1,0.276,0.253,0.24,49,999
1709,Kalae Harrison,,57,196,181,33,2,21,11,1,0.232,0.249,0.211,29,999
1710,Kevin Rivas,CLE,49,161,143,23,1,12,15,2,0.248,0.224,0.22,37,999
1711,Carlos Arroyo,,52,177,164,29,2,12,8,4,0.232,0.25,0.204,25,999
1712,Peyton Stovall,CIN,77,324,289,57,2,27,30,3,0.278,0.27,0.247,50,999
1713,Kevin Maitan,,73,286,263,55,4,25,17,4,0.266,0.304,0.241,49,999
1714,Trevor Werner,KCR,99,414,374,75,9,44,31,3,0.265,0.34,0.26,61,999
1715,Branden Boissiere,WSN,109,441,403,90,7,40,29,5,0.281,0.33,0.265,67,999
1716,Josh Hatcher,,96,393,375,84,8,37,14,2,0.254,0.336,0.252,59,999
1717,Zach Arnold,,96,360,338,67,10,35,15,5,0.242,0.32,0.243,50,999
1718,Jose Perez,TBR,79,259,221,43,2,24,28,5,0.298,0.271,0.253,58,999
1719,Jordan Thompson,LAD,107,432,395,80,10,44,26,7,0.262,0.319,0.243,53,999
1720,Edgar Alvarez,CHC,107,432,392,86,7,39,34,3,0.285,0.314,0.26,65,999
1721,Tyler Robertson,,79,301,266,54,4,30,18,6,0.267,0.297,0.245,57,999
1722,Jackson Feltner,,75,280,248,44,7,26,23,7,0.265,0.302,0.252,57,999
1723,R.J. Yeager,,100,399,365,81,7,47,22,7,0.276,0.323,0.257,64,999
1724,Sam Shaw,TOR,80,350,314,62,7,41,33,2,0.277,0.318,0.26,64,999
1725,Carson Jones,,90,367,335,57,7,38,24,5,0.235,0.275,0.226,47,999
1726,Colby Jones,ATL,132,518,466,97,1,61,42,7,0.282,0.24,0.234,45,999
1727,Kyle Dernedde,CLE,80,276,248,47,1,21,16,7,0.254,0.238,0.22,37,999
1728,Ryan Stafford,BAL,97,342,294,55,0,26,27,9,0.272,0.248,0.238,50,999
1729,Anthony Vilar,SDP,101,379,331,63,6,35,40,4,0.284,0.284,0.254,63,999
1730,DJ Stewart,,93,315,272,50,8,29,33,8,0.289,0.309,0.267,66,999
1731,Carter Graham,CIN,107,420,387,81,9,42,20,9,0.262,0.323,0.254,55,999
1732,Connor Scott,KCR,84,308,285,58,4,29,19,1,0.253,0.316,0.246,55,999
1733,Mike Jarvis,PIT,98,327,300,58,4,36,16,5,0.244,0.28,0.226,39,999
1734,Chase Valentine,,89,303,272,52,3,32,21,3,0.255,0.268,0.229,46,999
1735,Victor Figueroa,BAL,105,434,389,80,10,45,41,2,0.283,0.347,0.266,69,999
1736,Mike Brosseau,,94,332,301,60,6,28,23,6,0.268,0.289,0.239,53,999
1737,Alexis Hernandez,CHC,77,306,279,54,4,33,23,2,0.259,0.276,0.226,42,999
1738,Miguel Ugueto,STL,70,277,264,61,2,26,7,3,0.256,0.307,0.23,45,999
1739,Lyle Miller-Green,,101,405,354,69,9,49,40,7,0.288,0.322,0.269,70,999
1740,Elio Prado,,92,364,328,67,6,35,25,6,0.271,0.299,0.247,53,999
1741,Anthony Hall,,73,283,260,51,3,29,22,1,0.261,0.281,0.235,47,999
1742,Caeden Trenkle,,78,290,264,53,3,32,19,3,0.26,0.277,0.238,46,999
1743,Bryson Ware,PHI,103,402,368,78,10,48,25,6,0.272,0.348,0.263,64,999
1744,Carlos Franco,ATH,73,298,283,59,2,20,12,2,0.245,0.265,0.211,27,999
1745,Pierce Bennett,,83,320,290,58,4,30,24,4,0.269,0.286,0.239,47,999
1746,Dalvy Rosario,,99,351,322,68,5,41,18,2,0.255,0.301,0.24,49,999
1747,Mike Boeve,MIL,78,328,295,63,5,33,28,3,0.287,0.308,0.259,64,999
1748,Brenny Escanio,,101,372,334,66,3,36,33,1,0.27,0.263,0.233,46,999
1749,Brandon Drury,KCR,82,331,298,64,6,32,26,5,0.287,0.339,0.268,66,999
1750,Jake Steels,ATL,78,259,229,40,1,20,18,7,0.253,0.218,0.216,33,999
1751,Sahid Valenzuela,,94,342,319,68,2,29,17,3,0.259,0.266,0.226,38,999
1752,Vincent Perozo,NYM,90,338,304,60,4,33,22,10,0.272,0.286,0.245,57,999
1753,Gavin Dugas,WSN,97,362,320,57,4,31,24,16,0.268,0.253,0.235,47,999
1754,Zavier Warren,CIN,107,423,381,78,10,39,34,4,0.274,0.328,0.257,57,999
1755,Jack López,,95,348,321,62,5,34,15,3,0.235,0.28,0.217,41,999
1756,Jacob Jenkins-Cowart,MIA,90,349,320,61,3,34,24,3,0.252,0.288,0.229,41,999
1757,Paul Witt,,65,239,220,44,6,23,12,4,0.253,0.332,0.246,54,999
1758,Jack Hurley,ARI,106,411,381,78,8,41,21,5,0.254,0.325,0.251,57,999
